1,1,7,2024,10664.72,160,0
2,3,7,2024,20448.21,160,0
3,4,7,2024,12440.92,160,0
4,5,7,2024,21632.6,160,0
5,6,7,2024,20293.5,160,0
6,7,7,2024,20560.93,160,0
7,8,7,2024,21343.37,160,0
8,10,7,2024,16080.2,160,0
9,11,7,2024,22552.05,160,0
10,12,7,2024,23874.28,160,0
11,13,7,2024,9100.73,160,0
12,14,7,2024,19237.84,160,0
13,16,7,2024,15983.36,160,0
14,17,7,2024,14911.69,160,0
15,18,7,2024,21874.52,160,0
16,19,7,2024,14017.15,160,0
17,20,7,2024,12451.44,160,0
18,21,7,2024,20346.13,160,0
19,22,7,2024,14376.61,160,0
20,23,7,2024,21719.46,160,0
21,24,7,2024,15644.27,160,0
22,25,7,2024,22667.64,160,0
23,26,7,2024,21517.43,160,0
24,9,7,2024,23576.68,160,0
25,2,7,2024,21872.11,160,0
26,15,7,2024,0,160,0
27,1,8,2024,10664.72,160,0
28,3,8,2024,14017.15,160,0
29,4,8,2024,12440.92,160,0
30,5,8,2024,21632.6,160,0
31,6,8,2024,20293.5,160,0
32,7,8,2024,20560.93,160,0
33,8,8,2024,21343.37,160,0
34,10,8,2024,16080.2,160,0
35,11,8,2024,22552.05,160,0
36,12,8,2024,23874.28,160,0
37,13,8,2024,9100.73,160,0
38,14,8,2024,19961.25,160,0
39,16,8,2024,15983.36,160,0
40,17,8,2024,14911.69,160,0
41,18,8,2024,21874.52,160,0
42,19,8,2024,14017.15,160,0
43,20,8,2024,12451.44,160,0
44,21,8,2024,20346.13,160,0
45,22,8,2024,14376.61,160,0
46,23,8,2024,21719.46,160,0
47,24,8,2024,15644.27,160,0
48,25,8,2024,21859.12,160,0
49,26,8,2024,21517.43,160,0
50,9,8,2024,23576.68,160,0
51,2,8,2024,21872.11,160,0
52,15,8,2024,15066.71,160,0
53,1,9,2024,10664.72,160,0
54,3,9,2024,14017.15,160,0
55,4,9,2024,12440.92,160,0
56,5,9,2024,21632.6,160,0
57,6,9,2024,20293.5,160,0
58,7,9,2024,20560.93,160,0
59,8,9,2024,21343.37,160,0
60,10,9,2024,16080.2,160,0
61,11,9,2024,24711.13,160,0
62,12,9,2024,23874.28,160,0
63,13,9,2024,9100.73,160,0
64,14,9,2024,19961.25,160,0
65,16,9,2024,15983.36,160,0
66,17,9,2024,14911.69,160,0
67,18,9,2024,24391.02,160,0
68,19,9,2024,14017.15,160,0
69,20,9,2024,12451.44,160,0
70,21,9,2024,20348.55,160,0
71,22,9,2024,14376.61,160,0
72,23,9,2024,21719.46,160,0
73,24,9,2024,15644.27,160,0
74,25,9,2024,22216.34,160,0
75,26,9,2024,21517.43,160,0
76,9,9,2024,23576.68,160,0
77,2,9,2024,21872.11,160,0
78,15,9,2024,15066.71,160,0
79,1,10,2024,10664.72,160,0
80,3,10,2024,14017.15,160,0
81,4,10,2024,12440.92,160,0
82,5,10,2024,21632.6,160,0
83,6,10,2024,20293.5,160,0
84,7,10,2024,20560.93,160,0
85,8,10,2024,21343.37,160,0
86,10,10,2024,16080.2,160,0
87,11,10,2024,22552.05,160,0
88,12,10,2024,23874.28,160,0
89,13,10,2024,9100.73,160,0
90,14,10,2024,19961.25,160,0
91,16,10,2024,15983.36,160,0
92,17,10,2024,14911.69,160,0
93,18,10,2024,21874.52,160,0
94,19,10,2024,15753.86,160,0
95,20,10,2024,12451.44,160,0
96,21,10,2024,20348.55,160,0
97,22,10,2024,14376.61,160,0
98,23,10,2024,21719.46,160,0
99,24,10,2024,15644.27,160,0
100,25,10,2024,21859.12,160,0
101,26,10,2024,21517.43,160,0
102,9,10,2024,23576.68,160,0
103,2,10,2024,21872.11,160,0
104,15,10,2024,15066.71,160,0
105,1,11,2024,19997.24,160,0
106,3,11,2024,26879.28,160,0
107,4,11,2024,23064.74,160,0
108,5,11,2024,42265.2,160,0
109,6,11,2024,48506.4,160,0
110,7,11,2024,40121.86,160,0
111,8,11,2024,49281.65,160,0
112,10,11,2024,29991.89,160,0
113,11,11,2024,43958.73,160,0
114,12,11,2024,46252,160,0
115,13,11,2024,17201.46,160,0
116,14,11,2024,38769.85,160,0
117,16,11,2024,30966.72,160,0
118,17,11,2024,28823.38,160,0
119,18,11,2024,42217.89,160,0
120,19,11,2024,27496.21,160,0
121,20,11,2024,22933.08,160,0
122,21,11,2024,39157.15,160,0
123,22,11,2024,27753.22,160,0
124,23,11,2024,42062.83,160,0
125,24,11,2024,30112.41,160,0
126,25,11,2024,42202.49,160,0
127,26,11,2024,41860.8,160,0
128,9,11,2024,46007.99,160,0
129,2,11,2024,42215.48,160,0
130,15,11,2024,28978.4,160,0
131,1,12,2024,10664.72,160,0
132,3,12,2024,20448.21,160,0
133,4,12,2024,12583.1,160,0
134,5,12,2024,42265.2,160,0
135,6,12,2024,20293.5,160,0
136,7,12,2024,30341.39,160,0
137,8,12,2024,23377.72,160,0
138,10,12,2024,23036.04,160,0
139,11,12,2024,22552.05,160,0
140,12,12,2024,46254.24,160,0
141,13,12,2024,9100.73,160,0
142,14,12,2024,19961.25,160,0
143,16,12,2024,15983.36,160,0
144,17,12,2024,21867.53,160,0
145,18,12,2024,21874.52,160,0
146,19,12,2024,21065.14,160,0
147,20,12,2024,17692.26,160,0
148,21,12,2024,29752.85,160,0
149,22,12,2024,21064.91,160,0
150,23,12,2024,21719.46,160,0
151,24,12,2024,15644.27,160,0
152,25,12,2024,21872.11,160,0
153,26,12,2024,36965.99,160,0
154,9,12,2024,46007.99,160,0
155,2,12,2024,42215.47,160,0
156,15,12,2024,31623.92,160,0
